id,name,code,name
24,MSCI概念,000001,平安银行
24,MSCI概念,000027,深圳能源
24,MSCI概念,000039,中集集团
24,MSCI概念,000046,泛海控股
24,MSCI概念,000060,中金岭南
24,MSCI概念,000063,中兴通讯
24,MSCI概念,000069,华侨城A
24,MSCI概念,000157,中联重科
24,MSCI概念,000166,申万宏源
24,MSCI概念,000333,美的集团
24,MSCI概念,000338,潍柴动力
24,MSCI概念,000402,金融街
24,MSCI概念,000413,东旭光电
24,MSCI概念,000423,东阿阿胶
24,MSCI概念,000425,徐工机械
24,MSCI概念,000540,中天金融
24,MSCI概念,000559,万向钱潮
24,MSCI概念,000568,泸州老窖
24,MSCI概念,000581,威孚高科
24,MSCI概念,000625,长安汽车
24,MSCI概念,000627,天茂集团
24,MSCI概念,000630,铜陵有色
24,MSCI概念,000686,东北证券
24,MSCI概念,000709,河钢股份
24,MSCI概念,000725,京东方A
24,MSCI概念,000728,国元证券
24,MSCI概念,000732,泰禾集团
24,MSCI概念,000738,航发控制
24,MSCI概念,000750,国海证券
24,MSCI概念,000768,中航飞机
24,MSCI概念,000776,广发证券
24,MSCI概念,000783,长江证券
24,MSCI概念,000792,盐湖股份
24,MSCI概念,000825,太钢不锈
24,MSCI概念,000826,启迪桑德
24,MSCI概念,000839,中信国安
24,MSCI概念,000858,五粮液
24,MSCI概念,000876,新希望
24,MSCI概念,000883,湖北能源
24,MSCI概念,000895,双汇发展
24,MSCI概念,000898,鞍钢股份
24,MSCI概念,000933,神火股份
24,MSCI概念,000938,紫光股份
24,MSCI概念,000963,华东医药
24,MSCI概念,000983,西山煤电
24,MSCI概念,000999,华润三九
24,MSCI概念,001979,招商蛇口
24,MSCI概念,002024,苏宁云商
24,MSCI概念,002027,分众传媒
24,MSCI概念,002081,金螳螂
24,MSCI概念,002142,宁波银行
24,MSCI概念,002146,荣盛发展
24,MSCI概念,002153,石基信息
24,MSCI概念,002195,二三四五
24,MSCI概念,002202,金风科技
24,MSCI概念,002230,科大讯飞
24,MSCI概念,002236,大华股份
24,MSCI概念,002241,歌尔股份
24,MSCI概念,002292,奥飞娱乐
24,MSCI概念,002294,信立泰
24,MSCI概念,002304,洋河股份
24,MSCI概念,002310,东方园林
24,MSCI概念,002385,大北农
24,MSCI概念,002411,必康股份
24,MSCI概念,002415,海康威视
24,MSCI概念,002424,贵州百灵
24,MSCI概念,002450,康得新
24,MSCI概念,002466,天齐锂业
24,MSCI概念,002470,金正大
24,MSCI概念,002475,立讯精密
24,MSCI概念,002500,山西证券
24,MSCI概念,002508,老板电器
24,MSCI概念,002558,巨人网络
24,MSCI概念,002594,比亚迪
24,MSCI概念,002673,西部证券
24,MSCI概念,002736,国信证券
24,MSCI概念,002797,第一创业
24,MSCI概念,600000,浦发银行
24,MSCI概念,600008,首创股份
24,MSCI概念,600009,上海机场
24,MSCI概念,600010,包钢股份
24,MSCI概念,600011,华能国际
24,MSCI概念,600015,华夏银行
24,MSCI概念,600016,民生银行
24,MSCI概念,600018,上港集团
24,MSCI概念,600023,浙能电力
24,MSCI概念,600026,中远海能
24,MSCI概念,600027,华电国际
24,MSCI概念,600028,中国石化
24,MSCI概念,600029,南方航空
24,MSCI概念,600030,中信证券
24,MSCI概念,600031,三一重工
24,MSCI概念,600036,招商银行
24,MSCI概念,600037,歌华有线
24,MSCI概念,600048,保利地产
24,MSCI概念,600061,国投安信
24,MSCI概念,600066,宇通客车
24,MSCI概念,600068,葛洲坝
24,MSCI概念,600074,保千里
24,MSCI概念,600085,同仁堂
24,MSCI概念,600089,特变电工
24,MSCI概念,600104,上汽集团
24,MSCI概念,600109,国金证券
24,MSCI概念,600111,北方稀土
24,MSCI概念,600115,东方航空
24,MSCI概念,600118,中国卫星
24,MSCI概念,600150,中国船舶
24,MSCI概念,600157,永泰能源
24,MSCI概念,600170,上海建工
24,MSCI概念,600177,雅戈尔
24,MSCI概念,600196,复星医药
24,MSCI概念,600208,新湖中宝
24,MSCI概念,600221,海航控股
24,MSCI概念,600256,广汇能源
24,MSCI概念,600260,凯乐科技
24,MSCI概念,600271,航天信息
24,MSCI概念,600276,恒瑞医药
24,MSCI概念,600297,广汇汽车
24,MSCI概念,600309,万华化学
24,MSCI概念,600332,白云山
24,MSCI概念,600340,华夏幸福
24,MSCI概念,600352,浙江龙盛
24,MSCI概念,600362,江西铜业
24,MSCI概念,600369,西南证券
24,MSCI概念,600372,中航电子
24,MSCI概念,600373,中文传媒
24,MSCI概念,600383,金地集团
24,MSCI概念,600415,小商品城
24,MSCI概念,600420,现代制药
24,MSCI概念,600482,中国动力
24,MSCI概念,600489,中金黄金
24,MSCI概念,600518,康美药业
24,MSCI概念,600519,贵州茅台
24,MSCI概念,600535,天士力
24,MSCI概念,600547,山东黄金
24,MSCI概念,600570,恒生电子
24,MSCI概念,600583,海油工程
24,MSCI概念,600585,海螺水泥
24,MSCI概念,600600,青岛啤酒
24,MSCI概念,600637,东方明珠
24,MSCI概念,600642,申能股份
24,MSCI概念,600660,福耀玻璃
24,MSCI概念,600674,川投能源
24,MSCI概念,600682,南京新百
24,MSCI概念,600685,中船防务
24,MSCI概念,600688,上海石化
24,MSCI概念,600690,青岛海尔
24,MSCI概念,600703,三安光电
24,MSCI概念,600705,中航资本
24,MSCI概念,600737,中粮糖业
24,MSCI概念,600741,华域汽车
24,MSCI概念,600804,鹏博士
24,MSCI概念,600808,马钢股份
24,MSCI概念,600816,安信信托
24,MSCI概念,600820,隧道股份
24,MSCI概念,600827,百联股份
24,MSCI概念,600837,海通证券
24,MSCI概念,600886,国投电力
24,MSCI概念,600887,伊利股份
24,MSCI概念,600893,航发动力
24,MSCI概念,600895,张江高科
24,MSCI概念,600900,长江电力
24,MSCI概念,600909,华安证券
24,MSCI概念,600919,江苏银行
24,MSCI概念,600958,东方证券
24,MSCI概念,600977,中国电影
24,MSCI概念,600998,九州通
24,MSCI概念,600999,招商证券
24,MSCI概念,601006,大秦铁路
24,MSCI概念,601009,南京银行
24,MSCI概念,601018,宁波港
24,MSCI概念,601021,春秋航空
24,MSCI概念,601098,中南传媒
24,MSCI概念,601099,太平洋
24,MSCI概念,601111,中国国航
24,MSCI概念,601118,海南橡胶
24,MSCI概念,601155,新城控股
24,MSCI概念,601166,兴业银行
24,MSCI概念,601169,北京银行
24,MSCI概念,601186,中国铁建
24,MSCI概念,601198,东兴证券
24,MSCI概念,601211,国泰君安
24,MSCI概念,601216,君正集团
24,MSCI概念,601229,上海银行
24,MSCI概念,601238,广汽集团
24,MSCI概念,601288,农业银行
24,MSCI概念,601318,中国平安
24,MSCI概念,601328,交通银行
24,MSCI概念,601333,广深铁路
24,MSCI概念,601336,新华保险
24,MSCI概念,601377,兴业证券
24,MSCI概念,601390,中国中铁
24,MSCI概念,601398,工商银行
24,MSCI概念,601555,东吴证券
24,MSCI概念,601600,中国铝业
24,MSCI概念,601601,中国太保
24,MSCI概念,601607,上海医药
24,MSCI概念,601611,中国核建
24,MSCI概念,601618,中国中冶
24,MSCI概念,601628,中国人寿
24,MSCI概念,601668,中国建筑
24,MSCI概念,601669,中国电建
24,MSCI概念,601688,华泰证券
24,MSCI概念,601699,潞安环能
24,MSCI概念,601718,际华集团
24,MSCI概念,601766,中国中车
24,MSCI概念,601788,光大证券
24,MSCI概念,601800,中国交建
24,MSCI概念,601801,皖新传媒
24,MSCI概念,601818,光大银行
24,MSCI概念,601857,中国石油
24,MSCI概念,601866,中远海发
24,MSCI概念,601877,正泰电器
24,MSCI概念,601888,中国国旅
24,MSCI概念,601899,紫金矿业
24,MSCI概念,601901,方正证券
24,MSCI概念,601933,永辉超市
24,MSCI概念,601939,建设银行
24,MSCI概念,601958,金钼股份
24,MSCI概念,601966,玲珑轮胎
24,MSCI概念,601985,中国核电
24,MSCI概念,601988,中国银行
24,MSCI概念,601991,大唐发电
24,MSCI概念,601992,金隅股份
24,MSCI概念,601997,贵阳银行
24,MSCI概念,601998,中信银行
24,MSCI概念,603288,海天味业
24,MSCI概念,603993,洛阳钼业
25,深港通,000001,平安银行
25,深港通,000002,万科A
25,深港通,000005,世纪星源
25,深港通,000006,深振业A
25,深港通,000008,神州高铁
25,深港通,000009,中国宝安
25,深港通,000012,南玻A
25,深港通,000018,神州长城
25,深港通,000019,深深宝A
25,深港通,000021,深科技
25,深港通,000025,特力A
25,深港通,000027,深圳能源
25,深港通,000028,国药一致
25,深港通,000029,深深房A
25,深港通,000030,富奥股份
25,深港通,000031,中粮地产
25,深港通,000034,神州数码
25,深港通,000035,中国天楹
25,深港通,000036,华联控股
25,深港通,000039,中集集团
25,深港通,000042,中洲控股
25,深港通,000043,中航地产
25,深港通,000045,深纺织A
25,深港通,000046,泛海控股
25,深港通,000049,德赛电池
25,深港通,000050,深天马A
25,深港通,000055,方大集团
25,深港通,000058,深赛格
25,深港通,000059,华锦股份
25,深港通,000060,中金岭南
25,深港通,000061,农产品
25,深港通,000062,深圳华强
25,深港通,000063,中兴通讯
25,深港通,000065,北方国际
25,深港通,000066,中国长城
25,深港通,000068,华控赛格
25,深港通,000069,华侨城A
25,深港通,000070,特发信息
25,深港通,000078,海王生物
25,深港通,000088,盐田港
25,深港通,000089,深圳机场
25,深港通,000090,天健集团
25,深港通,000096,广聚能源
25,深港通,000099,中信海直
25,深港通,000100,TCL集团
25,深港通,000150,宜华健康
25,深港通,000156,华数传媒
25,深港通,000157,中联重科
25,深港通,000158,常山股份
25,深港通,000166,申万宏源
25,深港通,000333,美的集团
25,深港通,000338,潍柴动力
25,深港通,000400,许继电气
25,深港通,000402,金融街
25,深港通,000407,胜利股份
25,深港通,000409,山东地矿
25,深港通,000413,东旭光电
25,深港通,000415,渤海金控
25,深港通,000417,合肥百货
25,深港通,000418,小天鹅A
25,深港通,000422,湖北宜化
25,深港通,000423,东阿阿胶
25,深港通,000425,徐工机械
25,深港通,000426,兴业矿业
25,深港通,000488,晨鸣纸业
25,深港通,000498,山东路桥
25,深港通,000501,鄂武商A
25,深港通,000503,海虹控股
25,深港通,000506,中润资源
25,深港通,000510,金路集团
25,深港通,000513,丽珠集团
25,深港通,000514,渝开发
25,深港通,000516,国际医学
25,深港通,000517,荣安地产
25,深港通,000518,四环生物
25,深港通,000519,中兵红箭
25,深港通,000523,广州浪奇
25,深港通,000525,红太阳
25,深港通,000528,柳工
25,深港通,000531,穗恒运A
25,深港通,000532,华金资本
25,深港通,000533,万家乐
25,深港通,000536,华映科技
25,深港通,000538,云南白药
25,深港通,000539,粤电力A
25,深港通,000540,中天金融
25,深港通,000541,佛山照明
25,深港通,000543,皖能电力
25,深港通,000547,航天发展
25,深港通,000550,江铃汽车
25,深港通,000552,靖远煤电
25,深港通,000555,神州信息
25,深港通,000558,莱茵体育
25,深港通,000559,万向钱潮
25,深港通,000561,烽火电子
25,深港通,000563,陕国投A
25,深港通,000564,供销大集
25,深港通,000566,海南海药
25,深港通,000568,泸州老窖
25,深港通,000571,新大洲A
25,深港通,000572,海马汽车
25,深港通,000576,广东甘化
25,深港通,000581,威孚高科
25,深港通,000582,北部湾港
25,深港通,000584,哈工智能
25,深港通,000585,东北电气
25,深港通,000587,金洲慈航
25,深港通,000591,太阳能
25,深港通,000592,平潭发展
25,深港通,000596,古井贡酒
25,深港通,000598,兴蓉环境
25,深港通,000600,建投能源
25,深港通,000601,韶能股份
25,深港通,000603,盛达矿业
25,深港通,000607,华媒控股
25,深港通,000612,焦作万方
25,深港通,000615,京汉股份
25,深港通,000616,海航投资
25,深港通,000617,中油资本
25,深港通,000620,新华联
25,深港通,000623,吉林敖东
